age,gender,sleep_hours,screen_time_hours,distance_travelled_km,places_visited,exercise_minutes,work_hours,social_score,caffeine_mg,step_count,study_hours,phone_usage_type,screen_to_sleep_ratio,movement_intensity,stress_score,stress_level,random_noise_feature
20,Male,7.2,3.7,3.2,5,41,5,1,110,5026,0.5,mixed,0.514,0.64,49.1,medium,107.2812
23,Female,8.6,4.7,5.0,2,65,10,7,206,11700,3.4,study,0.547,2.5,42.6,medium,552.8599
47,Female,5.8,3.2,2.9,6,5,8,6,232,7522,1.6,mixed,0.552,0.483,66.2,medium,999.1769
45,Male,6.8,1.7,1.0,1,30,5,6,216,11656,1.5,mixed,0.25,1.0,46.3,medium,459.4172
30,Female,,2.0,12.0,4,85,10,3,16,5057,2.5,mixed,0.238,3.0,34.6,low,397.527
29,Female,5.9,5.5,0.7,3,46,8,1,182,10701,1.3,social,0.932,0.233,74.5,high,927.4098
40,Male,6.7,1.4,5.0,1,17,9,9,172,2797,2.2,mixed,0.209,5.0,46.2,medium,289.2922
24,Female,8.7,3.8,8.2,6,41,7,8,102,7498,2.1,mixed,0.437,1.367,36.1,low,7.5042
43,Male,5.9,8.1,,1,15,8,7,248,5658,4.2,study,1.373,5.4,56.7,medium,624.0421
41,Male,,3.4,0.6,1,7,4,5,46,6989,0.8,mixed,0.436,0.6,50.0,medium,952.0982
37,Female,8.5,8.7,5.4,5,9,8,3,313,4921,0.7,gaming,1.024,1.08,74.4,high,753.2005
38,Male,5.8,5.5,7.3,4,36,8,1,202,7015,0.5,social,0.948,1.825,50.0,medium,619.7578
39,Male,8.8,3.3,8.7,3,24,4,1,391,3530,2.4,mixed,0.375,2.9,45.5,medium,120.0382
18,Female,7.9,1.8,7.5,2,36,9,4,78,10864,4.3,study,0.228,3.75,44.8,medium,239.8233
29,Female,5.9,8.8,9.3,1,4,8,2,142,6123,3.1,study,1.492,9.3,59.4,medium,189.6092
35,Female,7.5,7.5,2.8,6,25,9,2,52,9529,1.2,study,1.0,0.467,64.4,medium,598.2592
25,Female,4.6,5.4,7.4,6,64,8,4,37,10987,1.3,social,1.174,1.233,50.2,medium,521.0924
49,Male,5.1,4.4,4.1,2,8,7,7,360,1693,4.2,study,0.863,2.05,76.0,high,864.7787
27,Female,,6.6,3.4,4,80,9,1,85,8898,1.3,gaming,0.733,0.85,46.9,medium,723.8539
40,Male,7.0,6.7,6.3,2,86,10,1,70,3622,3.1,study,0.957,3.15,45.7,medium,975.5134
43,Male,5.6,5.8,5.3,7,81,10,1,337,8004,0.4,social,1.036,0.757,51.7,medium,120.7077
19,Other,8.1,8.2,3.8,7,35,7,2,154,9436,5.0,study,1.012,0.543,56.1,medium,985.4015
34,Female,7.1,9.6,4.2,5,39,9,5,393,9823,3.6,study,1.352,0.84,79.4,high,761.5778
35,Male,5.9,8.0,,6,86,7,7,110,3115,1.2,gaming,1.356,1.617,38.4,low,722.4545
21,Female,5.3,5.3,10.4,7,30,9,4,107,4172,1.9,social,1.0,1.486,50.8,medium,963.8117
33,Female,4.8,9.6,10.4,3,80,6,3,222,2997,2.0,gaming,2.0,3.467,70.3,high,615.7967
22,Female,5.5,2.1,8.1,3,14,8,6,149,9347,1.9,mixed,0.382,2.7,49.9,medium,839.4103
53,Female,7.8,4.5,,6,70,10,6,104,10963,4.8,study,0.577,2.0,34.3,low,870.1153
40,Female,7.6,5.6,2.0,4,86,6,1,183,1695,4.0,study,0.737,0.5,41.2,medium,322.4755
36,Female,7.9,18.0,5.5,4,35,5,9,252,8928,0.1,social,0.81,1.375,40.8,medium,678.4899
54,Male,5.3,3.1,0.9,6,35,10,1,45,8381,1.7,mixed,0.585,0.15,64.8,medium,623.8473
38,Male,7.4,8.5,10.1,2,38,4,6,264,9701,1.3,gaming,1.149,5.05,45.1,medium,687.8824
23,Female,5.2,6.8,9.6,2,67,7,5,95,7615,2.7,social,1.308,4.8,44.6,medium,919.6261
23,Female,5.1,3.4,9.7,3,22,7,1,208,5715,4.8,study,0.667,3.233,73.0,high,642.9921
52,Male,8.5,9.0,6.3,2,84,8,1,69,11663,1.8,gaming,1.059,3.15,48.1,medium,805.6835
44,Other,7.4,7.7,1.1,2,37,5,2,112,5567,0.9,gaming,1.041,0.55,55.0,medium,170.8815
49,Female,7.4,1.6,4.5,5,71,9,6,143,10891,1.4,mixed,0.216,0.9,40.1,medium,355.9521
45,Male,6.4,2.9,7.2,5,25,7,8,190,5081,0.1,mixed,0.453,1.44,40.9,medium,735.1495
37,Female,5.2,7.6,2.9,1,27,4,3,124,8125,4.5,study,1.462,2.9,64.5,medium,243.1016
52,Male,6.3,8.4,5.7,7,45,10,1,254,9423,0.8,gaming,1.333,0.814,76.7,high,783.7063
23,Male,5.1,7.8,,7,16,5,6,142,8310,0.3,gaming,1.529,1.0,80.3,high,953.4623
32,Male,6.4,6.4,2.7,1,44,10,7,266,10181,0.4,social,1.0,2.7,50.9,medium,464.3998
23,Female,6.7,8.7,1.5,5,23,7,5,261,11846,2.5,gaming,1.299,0.3,75.1,high,788.5187
49,Female,6.6,4.8,1.0,6,5,5,2,257,8555,1.9,social,0.727,0.167,53.0,medium,555.2258
49,Female,6.2,4.9,10.6,1,83,4,2,46,2098,2.3,gaming,0.79,10.6,33.7,low,434.0724
41,Female,4.6,2.5,3.6,6,22,4,2,383,8188,2.2,study,0.543,0.6,64.3,medium,776.7168
48,Female,7.9,4.6,1.0,3,6,10,6,166,9853,1.8,social,0.582,0.333,70.0,high,56.5076
21,Female,7.8,6.6,5.8,7,30,4,5,64,5552,1.8,social,0.846,0.829,46.0,medium,71.8189
29,Female,6.6,10.0,2.9,5,33,10,8,193,6191,3.7,study,1.515,0.58,77.4,high,60.1177
25,Male,5.2,7.4,11.5,5,83,9,2,154,3931,1.1,gaming,1.423,2.3,47.6,medium,690.3976
32,Female,6.8,4.5,11.5,2,16,4,1,249,9199,4.5,study,0.662,5.75,43.6,medium,55.4422
24,Male,5.7,3.2,3.1,2,54,7,7,111,2243,0.4,mixed,0.561,1.55,46.5,medium,71.3352
46,Male,4.7,6.4,5.8,4,51,8,4,390,3912,0.7,social,1.362,1.45,55.2,medium,349.9542
42,Female,,,11.4,2,56,10,9,78,3583,3.8,study,0.684,5.7,34.5,low,32.8227
51,Female,4.9,5.2,10.4,7,63,4,3,82,7559,5.0,mixed,1.061,1.486,45.7,medium,534.0134
48,Male,8.9,7.2,3.9,7,9,5,4,50,10510,1.6,gaming,0.809,0.557,69.8,medium,543.4453
38,Female,5.5,3.2,8.4,1,41,4,3,225,7698,0.9,mixed,0.582,8.4,47.8,medium,443.2108
50,Male,5.1,7.8,11.4,7,5,6,1,75,11306,4.6,study,1.529,1.629,60.0,medium,614.2692
40,Male,8.8,2.2,5.1,3,7,10,4,179,4610,5.0,study,0.25,1.7,72.7,high,3.0011
43,Male,6.4,1.9,1.1,3,14,7,1,1,2315,4.0,study,0.297,0.367,74.6,high,996.6793
30,Male,5.2,8.4,4.4,1,47,8,7,290,2929,2.6,gaming,1.615,4.4,58.1,medium,416.6403
36,Female,7.1,4.3,9.4,4,6,4,7,159,8615,1.0,social,0.606,2.35,40.3,medium,626.2865
32,Male,5.5,10.0,3.4,6,5,9,8,221,9767,2.2,mixed,1.818,0.567,70.5,high,948.3733
45,Female,5.1,8.6,5.1,1,77,6,7,27,10548,3.7,study,1.686,5.1,53.2,medium,390.0556
27,Female,8.0,6.4,10.5,1,36,9,7,91,6277,3.7,study,0.8,10.5,39.6,low,914.8268
26,Other,6.2,1.6,0.6,7,73,5,6,292,9428,0.5,social,0.258,0.086,40.7,medium,401.992
32,Female,6.2,2.7,1.4,6,17,8,6,69,4350,4.2,study,0.435,0.233,50.7,medium,378.0698
22,Female,5.2,8.3,4.0,1,73,7,4,210,10311,2.0,gaming,1.596,4.0,72.8,high,889.5699
22,Female,6.4,3.9,5.0,4,26,4,5,209,3073,4.5,study,0.609,1.25,46.3,medium,253.4348
18,Male,5.8,5.8,10.7,3,55,7,5,131,3538,1.1,social,1.0,3.567,38.5,low,670.4639
38,Female,5.5,5.3,6.4,2,14,9,7,124,6155,2.2,social,0.964,3.2,75.5,high,980.5539
51,Male,5.4,3.9,4.1,3,26,10,7,142,1694,4.6,study,0.722,1.367,58.4,medium,177.9541
50,Other,6.3,9.3,8.3,6,66,5,4,78,8001,1.5,gaming,1.476,1.383,48.4,medium,261.4668
34,Male,5.8,3.9,8.7,4,9,4,2,205,5275,1.6,mixed,0.672,2.175,61.9,medium,66.1691
40,Female,8.0,,4.3,1,72,10,3,385,3673,1.6,social,0.775,4.3,46.9,medium,886.8797
49,Female,7.9,5.5,11.2,7,18,8,4,35,6702,3.6,study,0.696,1.6,40.6,medium,196.3239
54,Female,5.5,3.4,2.2,2,45,6,1,202,7166,4.9,study,0.618,1.1,73.2,high,275.8155
22,Male,8.0,2.7,9.6,5,32,5,8,210,3572,4.8,study,0.338,1.92,36.0,low,926.8647
47,Male,7.0,9.5,4.9,7,71,9,6,269,5157,3.5,study,1.357,0.7,51.9,medium,215.8726
19,Other,8.4,8.8,5.6,3,70,6,3,255,8344,3.7,study,1.048,1.867,48.8,medium,759.0861
20,Male,6.0,1.9,6.9,6,17,5,1,277,3052,4.7,study,0.317,1.15,72.6,high,32.2157
38,Male,8.6,9.2,7.1,1,16,4,7,118,9912,1.7,gaming,1.07,7.1,75.9,high,815.4233
42,Male,7.0,3.2,10.3,1,11,5,5,4,5360,3.8,study,0.457,10.3,41.2,medium,440.4038
28,Female,5.2,4.6,5.2,5,48,9,2,274,9882,3.4,social,0.885,1.04,71.7,high,590.6356
43,Male,8.4,7.5,2.4,7,53,7,7,309,8283,4.6,study,0.893,0.343,46.4,medium,752.4175
18,Male,6.0,8.3,5.8,3,84,4,3,385,10595,4.3,study,1.383,1.933,47.8,medium,78.1154
44,Female,,6.1,6.8,7,63,5,4,226,5319,0.5,social,0.693,0.971,38.1,low,56.3818
52,Other,6.7,4.8,1.1,1,78,8,9,297,3666,4.8,study,0.716,1.1,34.7,low,3.4167
23,Male,6.8,6.1,5.0,2,54,4,9,263,8449,0.7,social,0.897,2.5,36.9,low,556.4844
52,Male,7.5,4.0,7.7,5,11,8,3,215,8933,1.2,mixed,0.533,1.54,46.4,medium,933.3831
28,Female,8.6,5.5,0.6,7,2,4,9,29,2468,0.3,social,0.64,0.086,46.0,medium,792.633
35,Female,7.0,3.9,2.8,4,69,4,8,282,9856,4.9,study,0.557,0.7,37.3,low,606.7702
50,Female,6.9,2.3,11.6,7,78,10,9,325,5051,1.1,gaming,0.333,1.657,30.3,low,870.8395
39,Male,7.6,2.2,9.8,5,24,6,7,184,2574,2.5,mixed,0.289,1.96,38.2,low,581.4356
44,Male,8.1,3.6,5.9,2,56,9,6,49,5427,0.9,mixed,0.444,2.95,41.1,medium,952.7257
20,Male,,,5.7,2,13,10,7,349,6636,3.4,social,1.254,2.85,80.4,high,123.4093
33,Male,6.1,8.5,7.6,7,70,6,7,46,3014,3.7,study,1.393,1.086,44.1,medium,410.5578
35,Female,6.1,4.5,5.3,6,65,6,2,261,4162,3.8,study,0.738,0.883,44.0,medium,226.643
25,Male,4.9,4.6,4.0,5,20,5,3,56,8169,4.2,study,0.939,0.8,73.8,high,779.6559
22,Male,5.6,1.6,3.1,3,44,8,9,179,7621,2.2,social,0.286,1.033,47.0,medium,791.6194
22,Female,8.9,8.6,7.3,5,49,9,6,5,5781,0.4,study,0.966,1.46,49.8,medium,733.1465
32,Male,6.5,,4.8,1,3,5,7,200,10347,2.0,mixed,0.246,4.8,45.8,medium,699.0416
32,Male,8.4,3.9,9.4,6,42,8,7,36,11971,2.8,social,0.464,1.567,58.3,medium,488.3096
28,Male,4.7,8.4,1.8,4,25,10,5,245,1835,1.6,gaming,1.787,0.45,75.2,high,437.2374
50,Female,7.6,5.9,10.3,7,45,8,3,303,10273,2.6,social,0.776,1.471,37.8,low,139.9123
41,Male,8.5,5.3,,4,24,7,1,142,2749,0.9,social,0.624,0.425,52.4,medium,535.1285
34,Male,7.0,2.3,9.2,6,4,6,5,365,6980,5.0,study,0.329,1.533,42.6,medium,175.3771
25,Male,5.0,9.8,2.4,5,48,9,3,366,2120,4.6,study,1.96,0.48,72.9,high,805.2913
45,Female,6.6,3.1,3.8,6,57,8,9,96,4050,3.3,study,0.47,0.633,37.5,low,713.4839
36,Female,8.8,9.6,6.1,1,63,9,6,188,7274,4.0,study,1.091,6.1,64.9,medium,538.2172
39,Male,4.9,8.1,3.3,5,50,10,6,268,1769,1.6,gaming,1.653,0.66,66.9,medium,718.9599
46,Other,6.2,10.0,2.8,4,61,5,6,281,2031,2.8,gaming,1.613,0.7,56.8,medium,85.6665
21,Male,7.1,1.1,11.2,4,40,5,2,265,6420,3.9,gaming,0.155,2.8,38.7,low,628.4528
41,Male,8.2,4.7,5.2,4,3,8,7,365,3309,2.1,social,0.573,1.3,45.4,medium,634.0015
39,Male,7.0,2.9,10.6,6,56,9,7,102,3603,1.9,mixed,0.414,1.767,34.5,low,84.9905
43,Female,5.1,1.7,2.0,3,20,10,3,60,2701,3.0,mixed,0.333,0.667,66.9,medium,568.3017
30,Male,4.5,5.3,4.7,6,68,10,9,95,9546,2.8,social,1.178,0.783,54.4,medium,963.2338
42,Female,7.0,8.5,9.5,2,82,10,3,116,10743,2.2,gaming,1.214,4.75,46.9,medium,717.5058
31,Other,8.0,2.4,11.4,1,68,8,5,111,1973,2.0,mixed,0.3,11.4,30.4,low,859.074
47,Male,8.8,5.7,0.5,2,57,5,2,88,9090,2.6,social,0.648,0.25,58.2,medium,96.8936
37,Male,8.6,2.4,0.9,5,86,10,3,369,9457,3.9,study,0.279,0.18,45.2,medium,699.5412
48,Female,6.6,8.8,7.9,4,44,5,5,299,6949,0.3,gaming,1.333,1.975,48.7,medium,308.7277
47,Male,7.3,3.4,1.7,3,67,4,9,31,7181,4.1,study,0.466,0.567,36.6,low,953.3881
51,Male,5.6,2.8,7.2,1,78,6,1,300,2692,3.0,mixed,0.5,7.2,43.9,medium,540.0065
23,Male,7.2,5.8,8.0,3,36,9,3,202,10703,1.3,social,0.806,2.667,45.2,medium,239.6869
43,Female,5.8,18.0,3.7,1,84,8,7,75,8587,2.7,social,0.914,3.7,39.6,low,577.2902
47,Other,5.5,6.8,2.4,4,52,8,2,308,1724,1.7,social,1.236,0.6,56.1,medium,647.4596
26,Male,7.6,6.6,8.5,1,34,10,7,232,7967,0.6,social,0.868,8.5,46.1,medium,543.4927
39,Male,7.1,8.7,5.1,2,87,4,2,350,9271,4.4,study,1.225,2.55,47.0,medium,78.7531
23,Female,8.1,1.2,2.9,7,70,5,5,312,1670,0.6,mixed,0.148,0.414,40.1,medium,258.1311
32,Female,8.6,9.7,2.1,6,57,5,4,389,10563,0.6,study,1.128,0.35,72.7,high,382.8473
36,Male,6.0,7.1,3.5,1,36,10,8,374,2026,0.0,gaming,1.183,3.5,77.3,high,381.2748
54,Female,8.3,7.4,1.1,4,62,9,2,131,7389,4.5,study,0.892,0.275,42.9,medium,828.4374
40,Male,8.1,2.6,8.4,1,35,10,2,399,9046,1.7,study,0.321,8.4,48.9,medium,531.5013
36,Female,6.4,7.8,4.3,2,27,6,9,322,3754,2.9,gaming,1.219,2.15,49.3,medium,465.2137
18,Female,4.6,2.4,10.2,4,40,6,6,224,2502,3.1,study,0.522,2.55,49.2,medium,493.1811
27,Female,7.4,8.9,5.0,2,37,9,9,344,5523,3.3,study,1.203,2.5,52.8,medium,743.1637
25,Male,5.2,6.7,3.0,1,0,5,6,49,10206,4.1,study,1.288,3.0,74.7,high,870.1837
39,Female,7.2,5.1,8.4,5,64,4,7,41,8151,4.0,study,0.708,1.68,32.7,low,972.1917
39,Female,8.1,7.0,6.1,2,39,4,4,287,10744,2.5,social,0.864,3.05,46.5,medium,493.2942
33,Female,6.0,2.8,1.0,4,46,10,9,56,3601,4.2,study,0.467,0.25,49.9,medium,333.5537
54,Male,5.3,9.4,3.9,7,22,9,7,346,7229,3.3,study,1.774,0.557,69.0,medium,585.4888
20,Male,6.5,4.9,40.0,7,70,10,5,382,10415,3.7,study,0.754,0.986,41.4,medium,744.1304
34,Male,8.5,6.7,7.7,7,49,9,3,339,1727,1.7,social,0.788,1.1,45.7,medium,300.7888
37,Male,8.9,3.6,6.2,3,26,6,1,102,11281,3.7,study,0.404,2.067,48.2,medium,459.5382
41,Male,6.9,5.4,10.9,4,14,5,1,334,10285,3.2,study,0.783,2.725,44.5,medium,361.0808
21,Male,6.3,9.1,10.8,7,7,5,9,365,11151,0.4,gaming,1.444,1.543,48.9,medium,949.3656
28,Male,6.0,2.7,,2,55,8,1,276,5531,4.5,study,0.45,1.55,50.2,medium,53.9403
39,Female,7.0,9.7,8.8,5,44,8,3,5,5944,4.6,study,1.386,1.76,64.2,medium,759.7851
42,Male,5.0,,2.4,5,14,9,3,130,3805,3.8,study,1.4,0.48,69.0,medium,437.8976
36,Male,7.3,,5.6,1,17,10,7,384,9921,3.5,study,1.301,5.6,62.8,medium,20.3127
26,Female,8.0,1.3,7.3,7,71,4,2,278,3357,2.7,mixed,0.162,1.043,37.8,low,633.0923
31,Male,5.9,2.0,2.0,3,47,7,2,240,5874,0.2,study,0.339,0.667,51.4,medium,34.6862
54,Male,6.4,1.4,9.1,1,60,5,4,107,9825,1.9,mixed,0.219,9.1,36.3,low,205.1353
42,Female,4.7,3.3,0.9,1,6,6,1,215,9118,4.8,study,0.702,0.9,66.6,medium,376.7274
37,Male,6.7,8.9,10.8,6,88,5,1,370,7778,3.2,study,1.328,1.8,41.7,medium,786.0564
32,Female,8.3,9.5,11.4,3,55,7,7,138,6663,2.9,gaming,1.145,3.8,43.0,medium,641.1616
49,Female,,7.0,10.0,2,85,5,7,102,9036,3.2,study,0.909,5.0,30.5,low,335.8991
28,Female,7.8,9.4,2.9,1,88,8,9,51,10335,1.2,study,1.205,2.9,44.8,medium,783.1101
51,Male,6.9,9.5,5.0,6,40,5,7,281,6551,0.4,gaming,1.377,0.833,53.4,medium,722.9841
28,Female,5.9,4.5,3.5,6,78,5,4,168,1929,0.7,mixed,0.763,0.583,43.3,medium,881.3854
32,Male,8.4,4.2,9.4,4,68,4,7,107,11758,4.5,study,0.5,2.35,30.8,low,194.9673
51,Male,7.1,2.5,3.5,3,22,9,6,68,7007,0.3,mixed,0.352,1.167,50.1,medium,759.4327
34,Female,6.5,3.2,9.9,7,15,7,8,332,9575,2.8,mixed,0.492,1.414,38.7,low,20.0848
19,Female,8.3,3.0,3.1,6,72,9,2,164,11291,3.2,study,0.361,0.517,45.6,medium,74.5069
18,Female,5.7,2.8,5.6,2,22,6,9,360,2536,4.8,study,0.491,2.8,47.2,medium,204.6113
34,Female,5.1,2.2,2.8,6,48,10,4,395,10642,3.1,study,0.431,0.467,60.9,medium,534.0561
45,Female,,8.3,3.2,4,42,4,4,184,9660,4.9,study,0.988,0.8,65.1,medium,291.2181
41,Male,6.3,9.7,1.3,3,88,7,4,36,8299,4.5,study,1.54,0.433,70.5,high,844.5421
32,Male,7.5,1.8,3.1,6,14,10,7,183,10123,0.5,mixed,0.24,0.517,53.9,medium,500.1753
39,Other,5.1,1.9,,6,27,5,6,345,6620,0.9,mixed,0.373,0.333,67.1,medium,606.938
26,Male,8.8,4.0,0.5,3,86,8,9,36,4062,1.3,mixed,0.455,0.167,33.2,low,775.9995
47,Male,6.4,16.0,9.4,2,33,9,3,42,11617,2.4,gaming,1.172,4.7,50.0,medium,107.9115
48,Female,,2.2,3.0,1,65,6,5,109,2470,0.6,mixed,0.373,3.0,45.2,medium,326.6616
46,Female,7.3,5.0,5.2,1,14,10,5,190,11284,2.4,social,0.685,5.2,53.4,medium,621.9675
50,Female,7.9,5.1,3.7,2,67,4,9,103,1629,2.2,social,0.646,1.85,19.0,low,423.7309
28,Female,6.6,8.4,11.1,4,13,6,8,275,5506,3.1,study,1.273,2.775,45.7,medium,838.4286
45,Female,4.8,3.8,,7,76,6,6,183,6730,0.7,mixed,0.792,1.214,43.3,medium,723.5938
49,Female,6.8,2.8,1.1,7,3,6,8,3,11877,4.4,study,0.412,0.157,47.0,medium,330.3553
35,Female,7.9,4.7,2.6,2,31,7,7,169,10766,3.3,study,0.595,1.3,45.1,medium,890.15
29,Female,7.3,3.9,7.3,3,88,10,7,17,7010,3.9,study,0.534,2.433,51.1,medium,422.4546
29,Male,5.7,7.0,0.7,6,32,5,4,40,8378,4.2,study,1.228,0.117,70.1,high,768.8308
54,Male,14.0,1.9,8.3,5,61,8,3,8,11074,1.4,mixed,0.302,1.66,38.8,low,514.5474
34,Female,7.1,2.1,9.2,7,2,8,8,93,9900,4.4,gaming,0.296,1.314,39.6,low,147.2205
18,Female,8.8,2.0,8.0,7,28,5,4,112,6399,1.2,mixed,0.227,1.143,42.7,medium,931.1721
41,Male,6.4,5.7,1.5,4,26,4,2,100,10505,1.7,social,0.891,0.375,51.7,medium,128.0571
52,Male,8.3,1.8,3.0,1,57,9,3,227,8653,4.6,study,0.217,3.0,47.4,medium,433.0173
23,Female,7.7,3.5,4.8,7,2,9,8,4,6559,1.6,mixed,0.455,0.686,47.8,medium,150.7239
24,Male,5.0,2.7,,1,48,9,3,65,11982,2.5,mixed,0.54,2.6,71.0,high,730.9035
49,Male,4.7,4.2,6.4,5,7,5,5,359,2335,3.4,study,0.894,1.28,58.5,medium,406.9625
30,Female,,3.2,6.2,1,47,7,5,372,10775,1.4,mixed,0.604,6.2,48.8,medium,783.5731
54,Female,5.3,9.2,0.7,6,45,7,6,163,2575,0.3,gaming,1.736,0.117,63.2,medium,399.2279
25,Female,5.4,3.4,3.6,3,84,7,4,186,3237,3.1,study,0.63,1.2,45.6,medium,502.7774
33,Female,6.4,7.5,11.9,5,36,5,5,271,6280,1.6,gaming,1.172,2.38,41.5,medium,397.4005
51,Male,6.2,7.1,,2,0,10,6,251,3519,1.2,gaming,1.145,4.75,64.4,medium,448.214
27,Female,6.9,5.2,5.7,4,34,10,2,129,2742,2.2,social,0.754,1.425,67.0,medium,195.1936
52,Female,6.9,3.4,,2,17,9,8,293,5488,3.3,study,0.493,6.0,38.8,low,472.1641
51,Male,8.3,6.9,4.3,5,86,10,6,20,7566,1.5,social,0.831,0.86,43.8,medium,85.7678
46,Female,4.6,,4.1,4,28,4,6,54,8182,3.3,study,0.5,1.025,77.5,high,593.7939
54,Female,6.4,2.4,4.9,3,51,10,4,66,3522,4.5,study,0.375,1.633,48.9,medium,492.201
39,Male,5.0,7.3,5.6,1,64,9,3,186,10072,4.0,study,1.46,5.6,58.1,medium,596.803
34,Male,6.2,5.4,0.6,2,84,5,5,11,2865,0.7,social,0.871,0.3,39.7,low,547.7077
42,Female,4.8,9.2,9.0,7,24,5,5,292,2686,3.2,study,1.917,1.286,64.3,medium,541.2024
26,Female,6.9,2.2,11.3,1,19,10,8,69,10288,1.0,mixed,0.319,11.3,66.9,medium,829.1918
50,Male,6.7,6.0,4.3,4,15,10,9,81,7655,4.7,study,0.896,1.075,50.4,medium,290.8217
24,Female,7.1,3.8,3.1,4,68,10,5,397,2475,1.1,study,0.535,0.775,46.3,medium,834.0554
24,Male,7.9,8.4,5.4,7,80,9,2,233,7857,3.5,study,1.063,0.771,75.1,high,427.3024
45,Female,8.7,5.5,11.5,7,43,9,2,54,9984,0.3,social,0.632,1.643,40.8,medium,268.4625
31,Female,7.1,3.7,11.3,3,81,6,3,318,7623,1.4,mixed,0.521,3.767,30.2,low,921.9107
24,Male,5.7,7.8,9.4,5,35,9,3,378,11558,0.7,gaming,1.368,1.88,77.2,high,816.0946
32,Male,4.5,2.5,0.9,6,16,10,9,124,6671,1.8,mixed,0.556,0.15,63.1,medium,546.2192
40,Female,7.7,4.3,9.0,2,47,9,5,31,9763,3.2,study,0.558,4.5,40.0,medium,121.4039
43,Male,7.6,3.7,2.1,7,40,9,6,38,11769,0.2,mixed,0.487,0.3,47.5,medium,325.4082
44,Male,6.0,2.8,11.5,7,28,5,1,234,5005,0.9,mixed,0.467,1.643,45.0,medium,838.0482
46,Female,6.7,,4.8,7,66,8,8,153,11891,0.7,gaming,1.478,0.686,49.3,medium,82.5533
52,Female,6.4,7.0,2.1,4,80,5,9,72,9007,2.9,social,1.094,0.525,38.5,low,777.2407
35,Female,5.6,4.2,9.7,3,86,10,3,201,2686,3.5,study,0.75,3.233,43.5,medium,244.5362
41,Male,7.9,1.2,5.6,3,62,6,6,151,11115,1.1,mixed,0.152,1.867,37.4,low,698.172
45,Male,4.7,4.7,10.6,3,2,4,2,361,7796,4.7,study,1.0,3.533,69.9,medium,750.6274
41,Female,6.2,5.9,1.3,2,68,9,4,344,1556,4.1,study,0.952,0.65,46.6,medium,504.4206
29,Male,4.7,7.7,5.8,6,45,9,6,296,3369,1.3,gaming,1.638,0.967,78.6,high,396.1659
51,Female,6.9,,2.8,7,33,6,5,397,9239,0.3,gaming,1.348,0.4,79.0,high,850.1363
38,Female,7.8,3.2,6.2,2,73,8,1,122,9023,3.3,study,0.41,3.1,39.7,low,155.3576
47,Female,5.8,2.2,3.8,7,61,9,3,42,6835,3.1,study,0.379,0.543,50.7,medium,916.046
19,Female,14.0,6.7,3.5,5,18,9,8,319,11620,4.6,study,1.264,0.7,74.6,high,727.8764
51,Male,8.7,9.5,11.1,5,39,5,7,303,8444,4.7,study,1.092,2.22,46.2,medium,962.8498
39,Female,4.6,4.7,2.0,7,40,6,9,192,4751,4.0,study,1.022,0.286,54.8,medium,188.0755
45,Female,8.9,4.1,6.6,5,32,10,5,254,10808,4.5,study,0.461,1.32,48.6,medium,932.7443
50,Female,7.8,2.2,9.0,6,46,9,3,364,4801,3.3,study,0.282,1.5,42.2,medium,970.6018
24,Male,7.5,8.2,0.5,1,76,5,3,232,3379,1.5,gaming,1.093,0.5,48.7,medium,907.8936
29,Male,8.8,8.4,0.7,4,53,4,3,339,2287,1.8,gaming,0.955,0.175,53.6,medium,357.3103
21,Female,8.6,9.6,2.3,1,22,4,3,73,8543,3.7,study,1.116,2.3,63.3,medium,575.701
35,Male,6.8,8.2,0.6,6,49,4,1,267,11644,3.7,study,1.206,0.1,71.7,high,866.9009
48,Female,7.6,2.2,6.5,7,45,9,7,71,7024,4.7,study,0.289,0.929,41.4,medium,277.8672
45,Male,5.5,6.4,10.5,3,13,6,8,196,7093,5.0,study,1.164,3.5,46.4,medium,492.0263
43,Male,6.1,5.0,4.9,3,48,10,2,92,8647,0.4,social,0.82,1.633,65.9,medium,576.8954
35,Female,6.9,1.5,3.7,2,31,6,4,176,4375,0.3,mixed,0.217,1.85,47.3,medium,834.2004
31,Male,7.2,4.8,9.0,5,88,9,4,158,5053,3.6,study,0.667,1.8,33.7,low,264.2289
20,Male,5.5,8.4,1.7,4,35,4,9,239,6398,0.7,gaming,1.527,0.425,57.8,medium,996.5403
26,Female,8.4,3.2,0.8,3,66,8,8,14,7743,1.6,mixed,0.381,0.267,37.8,low,104.3335
21,Female,6.1,5.9,,2,64,10,2,197,11634,3.9,study,0.967,3.95,47.1,medium,74.601
19,Other,5.4,2.9,3.0,2,56,10,4,53,4323,4.9,study,0.537,1.5,57.3,medium,989.3372
29,Male,7.6,5.0,4.1,3,33,4,8,29,6904,2.3,social,0.658,1.367,42.4,medium,562.6616
45,Male,6.5,2.7,,2,83,5,8,255,8904,0.1,mixed,0.415,2.2,33.1,low,977.787
34,Female,4.6,,1.6,2,71,10,3,85,2915,0.2,social,1.478,0.8,64.0,medium,771.0136
32,Female,7.2,8.8,8.1,6,29,7,3,293,3520,2.8,gaming,1.222,1.35,74.0,high,370.837
38,Male,8.0,3.2,28.0,5,87,9,9,61,1984,2.6,mixed,0.4,0.76,35.1,low,877.6692
27,Female,5.8,8.6,,2,52,7,9,263,8154,4.6,study,1.483,1.9,65.3,medium,167.5973
