age,gender,screen_time_hours,sleep_hours,distance_travelled_km,places_visited,exercise_minutes,work_hours,social_score,caffeine_mg,step_count,study_hours,phone_usage_type,screen_to_sleep_ratio,movement_intensity,stress_score,stress_level,random_noise_feature
40,Female,4.4,8.7,11.6,6,31,7,3,378,9308,3.8,gaming,0.506,1.933,37.3,low,507.7119
34,Female,9.7,8.7,9.8,6,87,6,4,38,9173,3.4,gaming,1.115,1.633,42.4,medium,32.436
51,Other,5.5,8.9,8.3,7,107,5,6,41,11933,5.8,study,0.618,1.186,23.4,low,349.9893
59,Female,7.2,8.9,10.0,9,24,5,7,439,2249,1.3,social,0.809,1.111,41.1,medium,571.3077
42,Male,3.6,7.3,8.9,6,80,11,6,158,1227,1.0,mixed,0.493,1.483,69.3,medium,827.5395
23,Female,6.4,8.7,9.0,1,109,4,3,492,7467,2.3,study,0.736,9.0,27.2,low,404.8595
53,Female,4.1,7.0,4.7,7,30,6,1,404,11246,1.6,mixed,0.586,0.671,50.2,medium,762.3251
32,Male,3.9,6.7,9.9,1,65,5,5,345,14878,4.7,study,0.582,9.9,11.6,low,344.9171
38,Male,3.9,4.3,5.4,9,9,9,3,78,5719,3.1,social,0.907,0.6,62.4,medium,572.2726
20,Female,7.4,7.9,0.5,5,98,11,5,56,11634,4.2,study,0.937,0.1,24.6,low,653.7111
46,Female,8.9,6.1,8.5,3,13,8,9,9,4526,2.8,gaming,1.459,2.833,48.6,medium,620.1374
48,Female,2.8,6.5,3.0,9,116,7,4,248,3098,3.1,mixed,0.431,0.333,32.0,low,593.0856
44,Male,5.8,5.7,9.0,9,14,8,8,29,14146,5.5,study,1.018,1.0,39.8,low,774.3638
58,Female,4.2,5.8,7.4,3,96,9,3,200,3327,1.2,mixed,0.724,2.467,32.2,low,128.9546
34,Male,2.2,5.9,1.0,6,6,6,2,15,4422,4.6,mixed,0.373,0.167,54.4,medium,653.9659
54,Female,5.1,4.8,5.0,2,80,7,3,250,10825,0.1,social,1.062,2.5,47.0,medium,791.1739
28,Male,5.5,4.3,6.0,6,78,10,5,314,9100,5.0,study,1.279,1.0,51.5,medium,120.2995
49,Female,5.5,7.2,8.9,7,52,8,2,210,8613,0.4,social,0.764,1.271,38.4,low,608.568
41,Male,5.0,5.5,13.2,3,22,4,8,175,1301,2.2,mixed,0.909,4.4,34.7,low,929.1593
41,Female,2.4,4.4,11.4,8,48,5,9,221,12055,4.8,study,0.545,1.425,39.8,low,295.3691
44,Other,5.0,9.0,3.4,4,8,10,3,248,1109,1.5,mixed,0.556,0.85,55.8,medium,71.8529
56,Female,7.4,5.5,6.5,9,29,4,3,20,6207,5.1,study,1.345,0.722,55.0,medium,419.1786
45,Male,3.0,8.8,8.1,5,9,5,4,95,5015,3.9,mixed,0.341,1.62,43.6,medium,965.8942
36,Female,3.1,8.0,,6,61,9,9,281,1136,0.7,mixed,0.388,1.217,30.5,low,224.7975
33,Female,3.0,4.7,3.4,8,88,9,1,209,8799,3.1,mixed,0.638,0.425,68.0,medium,893.5551
45,Female,6.2,4.3,4.5,9,99,11,8,250,5849,1.9,social,1.442,0.5,50.8,medium,763.3326
47,Male,5.2,4.5,10.3,4,90,6,3,172,7880,1.6,social,1.156,2.575,39.4,low,154.488
21,Other,5.9,6.1,1.2,4,50,10,9,419,6136,4.9,study,0.967,0.3,43.2,medium,5.2413
47,Female,4.8,7.3,2.3,5,63,5,1,328,8053,3.6,mixed,0.658,0.46,46.2,medium,373.5433
30,Male,6.9,4.4,1.5,5,113,9,4,453,5904,2.4,social,1.568,0.3,49.0,medium,862.877
50,Female,5.0,4.9,1.6,3,7,9,1,84,5691,5.2,study,1.02,0.533,63.6,medium,183.3247
49,Male,3.5,6.0,8.1,5,25,11,5,478,12821,1.8,mixed,0.583,1.62,49.4,medium,447.2379
48,Male,6.8,6.8,12.8,3,102,5,9,106,6303,1.6,social,1.0,4.267,5.0,low,698.9574
22,Female,8.9,7.1,8.2,3,86,6,7,427,3698,5.7,gaming,1.254,2.733,38.2,low,151.3733
36,Male,7.5,7.2,13.1,4,13,9,6,434,3494,1.0,social,1.042,3.275,39.6,low,847.1265
34,Male,2.7,6.0,4.9,8,92,6,6,312,5228,3.7,mixed,0.45,0.612,37.0,low,419.4034
34,Male,4.1,4.7,14.8,4,21,7,2,370,6734,0.6,mixed,0.872,3.7,46.1,medium,111.9158
34,Female,8.1,6.0,3.1,3,103,4,2,289,7588,0.5,gaming,1.35,1.033,45.2,medium,86.9958
22,Female,7.4,7.6,13.2,9,96,7,1,427,2042,1.4,social,0.974,1.467,29.9,low,592.7999
26,Female,3.0,6.3,3.1,2,88,9,3,84,1992,5.1,study,0.476,1.55,38.6,low,866.5433
31,Male,,4.9,7.6,5,73,7,8,264,14784,3.7,gaming,1.878,1.52,50.5,medium,285.3777
44,Male,7.8,8.0,4.9,5,1,11,2,87,4623,5.3,study,0.975,0.98,66.0,medium,145.8329
31,Male,5.3,6.6,1.7,3,31,4,1,346,7603,0.8,social,0.803,0.567,63.8,medium,756.0109
54,Other,3.8,7.2,2.9,3,101,8,1,137,2970,2.1,mixed,0.528,0.967,38.6,low,850.2308
49,Female,5.1,4.9,1.3,5,41,5,3,394,6816,1.2,social,1.041,0.26,57.0,medium,666.0887
31,Male,8.5,4.3,7.2,1,36,4,9,109,2620,0.5,gaming,1.977,7.2,75.9,high,641.0664
39,Other,7.5,4.9,9.3,3,107,7,1,233,5637,0.1,social,1.531,3.1,42.7,medium,87.4802
32,Male,2.4,,7.9,6,5,5,3,11,4718,4.6,study,0.414,1.317,46.6,medium,779.3537
42,Male,8.4,5.2,6.3,3,94,5,4,214,3438,3.2,gaming,1.615,2.1,47.5,medium,94.6195
35,Male,,6.6,7.0,9,55,11,7,394,6273,0.2,social,1.212,0.778,50.6,medium,653.6362
39,Other,4.6,6.8,10.2,8,26,6,1,121,9644,3.9,mixed,0.676,1.275,42.8,medium,28.0432
51,Female,3.9,6.2,9.6,2,4,8,5,311,6048,3.9,mixed,0.629,4.8,40.1,medium,890.1624
32,Other,6.0,6.1,1.8,3,38,8,6,417,13485,3.8,social,0.984,0.6,45.2,medium,707.9052
56,Male,3.5,7.2,14.7,2,81,6,5,252,2017,4.3,study,0.486,7.35,20.2,low,0.248
36,Male,5.3,0.5,11.7,1,71,4,3,96,9785,2.2,social,0.898,11.7,29.9,low,275.4466
25,Male,3.7,,5.1,7,96,7,2,390,13402,2.9,mixed,0.881,0.729,49.7,medium,360.0191
48,Female,6.6,4.2,4.1,8,94,7,7,7,13086,5.3,study,1.571,0.512,48.0,medium,116.7874
31,Other,5.3,8.6,10.3,8,62,7,7,198,13187,4.5,social,0.616,1.288,28.2,low,832.9923
57,Male,3.4,8.8,3.9,4,62,11,1,138,10017,5.7,gaming,0.386,0.975,53.0,medium,262.4963
20,Male,4.3,6.9,13.0,8,96,5,1,53,1076,2.6,study,0.623,1.625,24.6,low,424.6298
46,Female,7.2,6.4,35.0,6,77,5,1,242,2287,1.3,social,1.125,2.483,30.3,low,243.2308
42,Female,8.9,5.6,2.3,1,94,9,5,326,1711,0.9,gaming,1.589,2.3,61.6,medium,305.3304
54,Male,2.3,4.4,1.0,2,55,9,2,365,12788,3.8,mixed,0.523,0.5,59.4,medium,365.1698
35,Male,8.5,6.4,3.4,7,43,4,7,15,9503,2.4,gaming,1.328,0.486,52.4,medium,596.803
47,Female,2.4,5.4,8.6,8,116,8,2,498,6017,2.2,mixed,0.444,1.075,30.8,low,242.5885
23,Male,5.5,4.9,,9,3,7,1,441,12231,0.3,social,1.122,0.6,60.0,medium,217.8244
28,Other,3.2,,10.6,7,50,11,1,143,3019,5.0,study,0.582,1.514,49.4,medium,415.2002
25,Female,6.7,5.3,5.2,9,70,6,3,210,6738,5.3,gaming,1.264,0.578,47.5,medium,549.644
51,Female,8.2,6.7,4.9,4,11,4,8,481,14283,0.5,gaming,1.224,1.225,52.3,medium,218.044
45,Male,5.9,4.3,1.1,3,36,5,8,386,4017,3.0,social,1.372,0.367,56.8,medium,63.8959
40,Male,7.6,5.5,2.5,1,92,6,3,111,10937,3.1,social,1.382,2.5,48.4,medium,783.6754
25,Male,7.3,,3.2,1,81,11,3,434,7953,2.5,social,0.83,3.2,79.7,high,882.3675
27,Male,2.6,8.6,14.6,4,33,11,6,332,1583,5.3,study,0.302,3.65,36.8,low,146.6322
20,Female,7.5,6.0,13.5,7,93,5,2,246,5068,2.5,social,1.25,1.929,55.0,medium,441.9552
38,Male,8.5,7.2,1.4,4,99,9,2,400,14910,2.1,gaming,1.181,0.35,47.8,medium,763.4169
49,Female,7.6,6.6,3.5,3,7,5,8,183,1001,4.2,study,1.152,1.167,62.4,medium,299.2696
28,Male,8.6,5.2,,3,11,5,7,265,5658,3.7,gaming,1.654,0.5,64.4,medium,731.8878
36,Male,4.0,,11.1,4,14,10,8,187,7497,3.0,mixed,0.833,2.775,47.9,medium,263.038
49,Other,9.9,5.2,2.1,5,18,7,2,295,1054,1.6,gaming,1.904,0.42,75.6,high,14.7163
26,Female,8.4,4.1,14.2,1,100,11,7,152,10585,0.5,gaming,2.049,14.2,47.6,medium,327.3233
40,Male,2.0,4.4,,9,7,11,7,14,4800,6.0,study,0.455,1.222,66.5,medium,671.0216
50,Other,5.5,6.8,8.0,2,20,5,4,238,8778,0.2,social,0.809,4.0,43.7,medium,323.4687
46,Female,6.6,5.0,12.0,7,81,10,9,476,2156,5.2,study,1.32,1.714,58.7,medium,506.0783
54,Female,2.1,4.3,1.7,3,63,7,1,395,14835,5.5,study,0.488,0.567,59.8,medium,164.1723
52,Male,5.4,8.2,10.3,5,19,5,5,463,8663,2.7,social,0.659,2.06,39.0,low,910.3044
23,Female,4.3,6.4,4.6,2,115,5,3,315,2686,2.1,gaming,0.672,2.3,31.0,low,978.1517
21,Female,9.6,5.6,3.3,6,54,5,2,323,4123,1.6,gaming,1.714,0.55,63.9,medium,581.8499
49,Female,6.8,6.0,8.3,5,33,10,5,495,13236,3.0,social,1.133,1.66,46.6,medium,315.5512
39,Female,6.6,8.7,10.1,3,7,7,7,145,2674,1.3,social,0.759,3.367,39.4,low,43.43
24,Female,8.9,4.6,14.9,3,57,5,7,450,14359,3.6,gaming,1.935,4.967,45.2,medium,339.7365
18,Female,,5.2,8.0,3,96,4,7,393,4336,5.4,gaming,1.769,2.667,44.1,medium,313.4128
50,Female,22.0,5.5,4.7,1,89,7,5,216,8826,3.1,mixed,0.6,4.7,37.7,low,732.319
50,Female,8.0,7.8,7.6,3,29,6,3,124,11296,0.8,social,1.026,2.533,64.2,medium,291.4288
26,Male,2.3,8.2,9.5,1,41,10,7,276,8811,4.2,social,0.28,9.5,37.6,low,130.3641
28,Male,3.1,6.7,6.8,8,112,6,4,56,1269,2.9,mixed,0.463,0.85,27.1,low,654.255
53,Male,6.9,5.3,2.1,5,5,11,2,17,2562,2.2,social,1.302,0.42,70.8,high,311.1452
38,Male,5.9,8.4,13.5,2,27,11,9,453,8087,4.1,study,0.702,6.75,41.1,medium,666.897
36,Female,5.6,6.3,14.3,2,66,11,7,386,9010,3.2,social,0.889,7.15,29.4,low,311.1412
51,Female,3.6,7.5,1.1,1,26,9,1,291,8166,5.2,study,0.48,1.1,73.1,high,378.8154
26,Female,8.8,4.6,10.9,2,29,7,2,287,14619,4.5,study,1.913,5.45,62.4,medium,381.3475
19,Female,9.4,6.8,14.7,1,112,7,5,460,9561,0.7,gaming,1.382,14.7,27.7,low,336.5546
20,Female,2.6,5.5,13.9,3,94,4,7,52,1016,2.9,mixed,0.473,4.633,20.5,low,526.1518
25,Male,2.1,6.4,5.8,5,63,10,4,205,13966,0.1,mixed,0.328,1.16,42.4,medium,162.7437
58,Male,7.0,4.8,10.7,1,2,7,5,360,8795,5.5,study,1.458,10.7,52.1,medium,519.3194
31,Male,4.1,8.9,8.9,3,20,7,8,408,8760,1.6,mixed,0.461,2.967,37.5,low,348.0803
40,Other,8.1,6.8,5.9,6,113,9,7,258,1373,2.4,gaming,1.191,0.983,33.0,low,849.4396
53,Male,5.0,4.8,14.5,2,37,9,2,138,4345,2.0,gaming,1.042,7.25,42.6,medium,300.949
21,Female,6.6,,13.5,5,6,6,6,102,1712,4.5,study,0.846,2.7,35.4,low,386.8758
50,Male,7.5,,10.6,8,78,10,5,215,2782,2.6,social,1.293,1.325,38.6,low,596.2671
18,Female,2.9,4.5,10.1,6,44,9,5,424,9922,4.2,study,0.644,1.683,66.8,medium,173.8713
47,Other,6.6,9.0,2.2,2,91,10,8,140,9553,1.1,social,0.733,1.1,38.6,low,64.1911
28,Male,2.5,5.8,2.6,8,51,4,3,345,12716,5.2,gaming,0.431,0.325,20.9,low,822.1162
40,Female,8.4,8.7,5.5,2,26,5,1,445,10658,4.2,social,0.966,2.75,95.0,high,291.4639
56,Male,3.4,7.9,3.4,8,62,6,5,335,14706,2.0,study,0.43,0.425,41.0,medium,49.8884
30,Male,2.9,4.3,4.7,9,106,6,2,180,2828,4.0,mixed,0.674,0.522,52.4,medium,665.2937
50,Female,7.9,8.5,8.5,3,60,9,2,77,6988,3.5,social,0.929,2.833,45.0,medium,214.6111
39,Female,8.0,6.5,6.3,3,48,10,1,340,3661,5.2,study,1.231,2.1,76.2,high,974.155
50,Male,9.6,6.3,13.7,3,52,4,2,258,3748,3.3,study,1.524,4.567,45.6,medium,404.7212
24,Male,6.2,6.5,,9,91,8,9,369,6259,2.5,social,0.954,0.667,27.3,low,402.4063
45,Female,3.9,6.0,1.3,4,17,4,8,283,10630,5.5,study,0.65,0.325,46.4,medium,316.7628
56,Male,6.8,6.9,12.6,1,44,8,3,411,6973,1.0,social,0.986,12.6,36.4,low,281.3856
57,Male,,6.5,,8,76,10,8,389,9376,4.2,study,0.508,1.188,29.4,low,822.146
28,Male,2.3,6.5,11.0,8,64,7,4,19,13601,3.7,mixed,0.354,1.375,30.4,low,569.7838
58,Female,7.6,8.4,13.0,8,21,7,1,211,1360,5.7,social,0.905,1.625,46.0,medium,756.8046
34,Female,9.7,8.7,9.8,6,87,6,4,38,9173,3.4,gaming,1.115,1.633,42.4,medium,343.9782
52,Female,3.6,7.1,10.2,7,66,6,6,466,2492,0.2,mixed,0.507,1.457,28.8,low,886.0543
28,Male,2.8,7.5,6.9,6,97,4,5,42,11624,1.7,mixed,0.373,1.15,28.8,low,610.8732
30,Female,3.8,4.9,14.2,9,57,9,3,392,14332,4.7,study,0.776,1.578,37.0,low,388.5334
34,Male,7.3,7.1,13.8,1,26,11,5,261,2473,4.4,study,1.028,13.8,45.8,medium,73.5327
41,Male,6.4,5.1,13.2,5,72,8,7,92,7844,2.8,social,1.255,2.64,30.7,low,636.6204
34,Male,4.5,8.5,13.4,9,37,11,6,287,6752,3.9,mixed,0.529,1.489,37.8,low,148.179
27,Female,7.5,5.9,4.8,4,104,4,5,136,2685,2.4,social,1.271,1.2,37.3,low,734.0107
33,Female,3.5,8.7,7.2,7,97,9,6,108,10824,0.5,mixed,0.402,1.029,27.1,low,403.5057
41,Female,5.7,5.7,4.3,2,90,6,2,110,4926,5.9,study,1.0,2.15,40.0,medium,229.7228
49,Male,9.4,4.1,11.8,7,107,5,1,178,12248,4.8,gaming,2.293,1.686,53.0,medium,311.268
30,Male,7.8,7.1,8.5,7,57,7,7,130,13393,1.9,social,1.099,1.214,39.2,low,993.0274
47,Male,8.4,7.3,1.0,7,80,10,6,26,6032,5.3,gaming,1.151,0.143,50.4,medium,202.4197
19,Male,6.8,4.9,6.7,4,37,10,6,424,13314,2.5,social,1.388,1.675,55.8,medium,791.7315
43,Female,7.2,5.4,8.4,7,88,4,8,321,4511,1.2,social,1.333,1.2,34.3,low,987.4681
42,Female,6.5,6.5,1.0,7,14,6,6,154,13610,1.3,mixed,1.0,0.143,69.5,medium,805.1987
36,Male,4.9,5.7,5.7,6,22,5,9,69,9454,4.1,study,0.86,0.95,43.2,medium,252.8047
29,Male,7.0,5.9,3.6,5,62,4,1,5,10323,0.6,social,1.186,0.72,50.3,medium,900.3027
57,Female,3.6,7.2,1.6,4,114,5,9,498,11440,0.8,mixed,0.5,0.4,26.4,low,913.0888
52,Male,4.4,6.6,10.9,2,38,6,1,0,9878,5.0,study,0.667,5.45,53.4,medium,534.648
58,Female,20.0,5.6,2.2,3,63,11,8,324,13245,5.1,mixed,1.375,0.733,55.8,medium,187.0894
43,Female,7.4,6.7,3.5,8,76,9,2,453,14868,5.3,study,1.104,0.438,47.2,medium,127.1459
54,Female,9.1,8.3,6.7,4,96,8,3,393,7619,5.4,gaming,1.096,1.675,44.0,medium,833.6277
26,Female,2.4,6.8,1.8,5,48,9,6,36,8043,4.8,study,0.353,0.36,43.2,medium,425.3843
21,Male,7.3,4.9,,8,54,8,3,303,14336,5.5,study,1.49,1.162,50.1,medium,526.3051
47,Female,5.8,7.9,9.9,3,54,6,9,219,12709,3.2,social,0.734,3.3,28.1,low,980.4768
25,Other,5.3,6.3,8.3,5,100,4,9,17,12897,3.8,social,0.841,1.66,21.2,low,190.4652
45,Male,6.4,5.2,6.6,8,35,4,9,222,12634,3.9,social,1.231,0.825,44.8,medium,723.516
29,Female,,6.5,6.3,9,119,7,1,230,14542,0.3,mixed,0.323,0.7,30.1,low,971.6275
53,Male,5.1,6.4,13.2,7,12,5,2,392,10666,1.3,social,0.797,1.886,38.3,low,644.5075
46,Male,7.4,6.6,6.4,7,3,7,4,188,14572,2.1,social,1.121,0.914,51.7,medium,876.7016
40,Male,9.3,8.5,8.8,1,102,4,1,110,9065,4.9,gaming,1.094,8.8,42.9,medium,598.1289
55,Female,4.7,5.7,0.7,7,80,5,1,45,13742,5.7,study,0.825,0.1,12.5,low,549.7677
34,Female,6.8,7.0,8.0,6,25,11,9,394,5944,4.3,study,0.971,1.333,47.9,medium,454.7569
26,Male,3.2,8.7,6.1,2,48,10,8,227,9210,1.5,mixed,0.368,3.05,40.1,medium,70.0895
26,Male,9.8,5.0,,5,34,5,8,53,13349,4.8,gaming,1.96,2.28,67.0,medium,963.7278
52,Male,8.5,5.4,14.8,2,117,6,9,151,11150,3.0,social,1.574,7.4,22.9,low,288.864
25,Female,9.2,5.1,6.4,4,31,4,6,113,9614,5.1,gaming,1.804,1.6,53.9,medium,758.3858
54,Female,9.7,5.8,6.1,1,0,10,8,359,4280,4.3,mixed,1.672,6.1,76.0,high,888.2029
51,Male,6.3,8.8,4.2,6,83,8,3,291,3887,1.1,social,0.716,0.7,39.2,low,95.1856
21,Male,2.9,7.9,8.2,2,119,6,4,157,5715,1.0,mixed,0.367,4.1,23.6,low,126.7324
53,Male,5.9,5.8,6.9,7,96,10,5,119,10179,5.5,study,1.017,0.986,34.5,low,613.0757
21,Female,6.6,8.8,,9,98,8,7,64,1988,3.1,social,0.75,0.578,31.1,low,358.4125
29,Female,7.7,4.3,2.0,2,94,11,2,185,7698,0.6,social,1.791,1.0,67.2,medium,643.505
20,Female,8.1,5.4,12.8,9,88,8,5,390,14091,1.2,gaming,1.5,1.422,36.3,low,506.545
22,Male,9.4,6.6,13.0,8,47,9,2,129,9767,2.4,gaming,1.424,1.625,46.8,medium,648.4633
57,Male,5.4,7.9,,9,119,7,3,357,2685,0.2,gaming,0.684,0.567,29.4,low,199.7141
32,Female,6.7,8.3,13.8,6,47,5,6,292,5188,3.8,social,0.807,2.3,30.0,low,906.428
30,Male,8.7,7.5,9.8,7,37,8,8,460,9392,1.2,gaming,1.16,1.4,43.6,medium,781.2772
42,Female,2.6,4.3,4.0,9,1,9,1,245,5033,5.7,study,0.605,0.444,66.9,medium,53.6794
54,Male,8.6,5.3,6.4,7,116,11,5,175,6171,0.2,gaming,1.623,0.914,49.7,medium,628.5691
47,Female,5.3,7.5,7.0,3,0,9,8,172,6271,2.6,social,0.707,2.333,40.4,medium,758.0111
21,Male,9.7,6.6,0.5,7,17,11,5,436,2497,2.1,gaming,1.47,0.071,72.8,high,493.3832
33,Female,9.3,6.1,6.2,7,9,10,9,369,13379,3.3,gaming,1.525,0.886,57.6,medium,876.2068
56,Female,6.1,4.4,5.0,3,34,9,9,300,11481,0.8,social,1.386,1.667,52.6,medium,17.3656
26,Male,,6.7,,6,22,6,7,221,12726,0.4,gaming,1.463,1.75,68.6,medium,404.4942
28,Male,2.0,6.7,12.4,1,23,10,1,144,1620,1.1,mixed,0.299,12.4,44.1,medium,757.1557
50,Female,7.4,7.6,3.4,5,41,11,2,494,10670,3.5,mixed,0.974,0.68,73.2,high,626.4265
18,Male,8.6,6.6,6.6,8,55,11,6,363,4530,1.9,gaming,1.303,0.825,54.8,medium,199.3607
57,Male,6.6,,14.0,4,16,7,3,185,1014,1.3,social,1.61,3.5,53.5,medium,960.77
20,Female,3.5,5.9,,6,64,6,1,421,10077,3.7,mixed,0.593,1.9,39.3,low,78.7877
43,Female,2.7,6.7,,3,26,11,9,392,6389,0.5,mixed,0.403,3.367,41.4,medium,504.4093
18,Male,6.7,4.5,5.6,8,59,5,3,242,13383,1.5,social,1.489,0.7,75.2,high,630.8083
34,Male,8.8,4.4,3.6,4,87,8,9,158,14670,0.9,gaming,2.0,0.9,65.0,medium,123.243
29,Female,4.6,7.7,11.0,4,92,9,1,444,4719,0.1,mixed,0.597,2.75,28.4,low,6.8364
50,Male,6.0,4.9,4.9,2,8,5,4,293,3673,4.2,study,1.224,2.45,57.1,medium,594.3801
20,Male,4.8,8.2,5.6,2,119,7,6,288,11339,2.2,mixed,0.585,2.8,25.1,low,954.1178
22,Female,4.7,,6.6,3,15,10,9,155,11683,2.1,mixed,0.81,2.2,45.4,medium,258.6985
52,Male,8.9,5.2,14.5,5,61,10,2,165,12821,1.4,gaming,1.712,2.9,68.8,medium,389.6638
55,Male,6.5,7.6,3.1,8,45,7,3,226,6474,5.7,study,0.855,0.388,49.2,medium,678.3396
51,Female,9.2,8.5,9.3,5,57,9,2,14,4338,4.3,gaming,1.082,1.86,65.9,medium,802.087
48,Male,,6.2,7.1,1,8,10,6,361,11549,4.0,mixed,0.532,7.1,46.6,medium,135.6605
48,Female,8.0,4.8,8.1,4,43,6,2,400,14211,0.5,social,1.667,2.025,73.2,high,138.2608
57,Male,8.4,6.9,6.5,7,0,8,7,445,11935,1.2,gaming,1.217,0.929,52.0,medium,168.3799
39,Female,2.8,,9.5,8,64,11,5,351,6120,2.2,mixed,0.4,1.188,39.5,low,517.869
31,Female,5.2,6.4,9.4,3,99,11,5,10,10894,5.0,study,0.812,3.133,61.8,medium,890.2185
27,Male,5.9,6.8,11.0,3,38,10,3,357,6547,1.1,social,0.868,3.667,40.8,medium,664.4405
37,Male,8.7,5.8,6.2,6,30,7,2,335,8765,4.9,gaming,1.5,1.033,59.2,medium,878.5599
41,Female,8.4,4.1,3.6,1,50,8,8,494,3590,2.6,gaming,2.049,3.6,64.3,medium,865.1346
43,Male,6.9,5.3,6.0,4,15,5,2,3,10594,4.2,study,1.302,1.5,74.6,high,754.142
20,Male,7.6,4.7,12.3,5,91,8,5,115,8691,4.2,study,1.617,2.46,38.6,low,413.6662
56,Male,9.8,6.1,1.2,4,32,7,5,464,4281,5.7,gaming,1.607,0.3,62.8,medium,225.8211
18,Female,4.7,4.2,,4,103,9,5,0,4590,0.9,mixed,1.119,2.425,37.8,low,267.8301
52,Male,2.5,7.1,14.7,3,90,8,7,290,10727,4.0,mixed,0.352,4.9,16.1,low,78.1549
27,Male,2.5,4.3,12.3,9,18,7,7,323,1602,2.7,mixed,0.581,1.367,47.2,medium,543.9517
59,Female,5.7,8.7,7.8,1,105,8,5,459,3324,2.8,social,0.655,7.8,25.8,low,641.3177
43,Female,4.9,4.6,9.9,5,110,10,8,4,11633,5.7,study,1.065,1.98,33.2,low,828.7947
20,Female,9.0,5.8,9.6,4,98,9,7,268,2027,2.8,gaming,1.552,2.4,35.7,low,792.9276
40,Female,8.9,8.1,3.9,6,23,5,2,132,12201,2.4,mixed,1.099,0.65,75.7,high,254.8076
31,Female,9.0,7.8,0.7,4,13,11,7,168,10315,3.4,mixed,1.154,0.175,67.6,medium,347.5759
22,Female,2.9,,13.5,4,86,7,2,355,13334,5.1,study,0.358,3.375,24.6,low,349.3277
34,Male,4.7,7.1,10.9,3,115,6,9,81,11658,3.5,mixed,0.662,3.633,5.0,low,981.1544
56,Male,4.7,7.5,4.6,7,99,9,1,360,9847,2.4,study,0.627,0.657,36.6,low,5.9411
39,Female,4.3,8.2,4.7,2,35,4,9,306,8428,1.9,mixed,0.524,2.35,39.7,low,511.0041
29,Male,2.8,5.2,2.3,2,47,4,6,6,8264,5.7,study,0.538,1.15,49.8,medium,484.15
22,Male,9.8,,14.7,2,47,4,7,406,12185,4.4,gaming,1.225,7.35,39.9,low,331.7703
40,Female,5.3,7.8,5.3,5,16,6,8,318,3693,0.2,social,0.679,1.06,42.9,medium,362.0485
21,Female,4.5,,8.5,4,95,10,3,186,12331,4.2,study,0.6,2.125,33.1,low,763.0754
36,Female,8.2,8.1,3.2,7,32,7,9,293,14373,5.0,gaming,1.012,0.457,51.3,medium,790.9342
26,Male,20.0,5.8,13.5,8,20,11,7,71,14243,0.1,gaming,1.466,1.688,51.4,medium,221.2304
19,Female,7.4,5.0,10.7,5,18,9,4,118,14584,5.1,study,1.48,2.14,53.3,medium,255.3893
32,Female,7.9,4.8,12.4,3,42,7,7,135,3849,0.5,social,1.646,4.133,46.3,medium,849.3432
59,Male,5.8,5.2,9.0,2,51,10,9,2,13698,3.8,social,1.115,4.5,40.4,medium,377.9982
26,Male,7.3,7.4,3.0,4,83,6,6,120,9619,4.2,study,0.986,0.75,6.5,low,785.3683
54,Female,7.7,5.8,11.2,6,54,8,5,166,5139,0.8,social,1.328,1.867,57.3,medium,95.2904
53,Male,4.4,5.3,12.5,6,19,9,4,16,8007,0.1,mixed,0.83,2.083,42.6,medium,538.066
34,Male,2.3,6.1,9.7,1,78,5,4,356,7353,1.1,mixed,0.377,9.7,61.0,medium,331.8095
23,Male,3.2,8.6,7.9,8,84,7,2,356,5057,2.9,mixed,0.372,0.988,33.5,low,65.2543
38,Male,6.3,4.3,8.4,1,51,6,5,182,4291,2.9,social,1.465,8.4,50.5,medium,481.6537
38,Male,7.0,7.5,6.0,2,102,8,7,437,5137,0.9,social,0.933,3.0,30.7,low,41.7108
35,Male,9.7,8.6,9.7,4,80,4,1,45,2437,5.8,gaming,1.128,2.425,22.9,low,519.52
55,Male,8.3,7.0,10.9,9,12,4,9,82,9834,3.2,gaming,1.186,1.211,42.6,medium,922.0623
34,Female,2.5,6.3,10.1,8,23,8,2,49,7026,1.2,mixed,0.397,1.262,62.4,medium,63.7821
48,Female,9.6,6.0,8.4,9,64,10,5,24,3225,5.5,gaming,1.6,0.933,51.5,medium,403.287
32,Male,9.9,6.0,13.6,5,116,10,4,167,12955,5.1,gaming,1.65,2.72,35.7,low,551.424
47,Female,6.5,6.9,5.8,8,45,9,1,474,4632,2.7,social,0.942,0.725,47.6,medium,469.595
41,Male,8.1,8.5,7.7,2,6,6,8,430,10615,3.0,gaming,0.953,3.85,47.7,medium,349.3912
19,Male,4.8,6.8,7.0,2,110,11,3,234,13561,2.2,study,0.706,3.5,36.4,low,124.3218
57,Female,5.8,4.9,8.1,3,38,5,4,156,10615,0.5,social,1.184,2.7,48.8,medium,961.4249
54,Male,4.0,4.8,3.6,3,49,9,6,336,11470,5.2,study,0.833,1.2,51.7,medium,241.0369
22,Female,9.2,5.1,6.4,4,91,4,7,159,7335,2.2,gaming,1.804,1.6,48.3,medium,693.9264
54,Male,7.1,6.2,2.1,4,110,7,3,408,10892,2.0,social,1.145,0.525,38.8,low,581.1072
31,Female,3.9,5.5,12.7,4,14,5,7,299,1828,5.4,study,0.709,3.175,37.1,low,443.1586
43,Female,3.0,7.4,0.9,4,33,8,7,36,8767,3.2,mixed,0.405,0.225,45.0,medium,828.4658
